;Given Name;Family Name;Role;ORCID ID;Keywords;H Index;Citations;Organization;Past Institutions;Department Code;Specific Field;Internal
787;Delora;Baptista;Postdoctoral Researcher;0000-0002-9258-5303;Bioinformatics, Machine Learning, Cancer, Drug response prediction, Deep Learning;6;572;Instituto Gulbenkian de Ciência;;;;External
788;Given_Name;Family_Name;Role;ORCID ID;Keywords;H Index;Citations;Organization;;;;External
789;Mauro Augusto;Campanella;Primo Tecnologo;0000-0002-0228-8701;Nessuna;;;Istituto Nazionale di Fisica Nucleare;;;;External
790;Alison;Motsinger-Reif;;0000-0003-1346-2493;Nessuna;62;13986;National Institute of Environmental Health Sciences;;;;External
791;Riccardo;Pozzi;;0000-0002-4954-3837;Nessuna;4;29;University of Milano-Bicocca;;;;External
792;Didier;Dubois;;0000-0002-6505-2536;Nessuna;138;102834;chercheur au CNRS;;;;External
793;Subrahmanyam;Murala;;0000-0003-3384-4368;Nessuna;39;5427;Associate Professor, CVPR Lab, SCSS, Trinity College Dublin, Ireland;;;;External
794;Alex;Gutteridge;;0000-0003-2083-2907;Nessuna;29;5044;Head of Bioinformatics at Dunad Therapeutics;;;;External
795;Raúl;Sánchez-Vázquez;;0000-0002-5342-0426;Nessuna;4;145;Spanish National Cancer Research Centre, CNIO;;;;External
796;Lorenzo;Mella;;0000-0002-6243-4897;Nessuna;2;16;Unknown affiliation;;;;External
797;Murray;Patterson;;0000-0003-2511-6483;Nessuna;29;6586;Professor of Ecological Economics;;;;External
798;Loukia;Karacosta;Assistant Professor;0000-0002-1491-4773;Nessuna;9;862;University of Texas MD Anderson Cancer Center;;;;External
799;Ching An;Huang;;0000-0002-3853-1339;Nessuna;21;5468;Xi'an Jiaotong University;;;;External
800;Kristoffer H.;Hellton;Associate Professor;0000-0002-4779-486X;Statistics, High-dimensional statistics;10;592;OsloMet – Oslo Metropolitan University;;;;External
801;Simone;Lederer;Academic Researcher;0000-0002-0180-4540;Nessuna;16;2206;Univeristy Clinic Tübingen;;;;External
802;riccardo;borgoni;;0000-0002-2520-3512;Nessuna;8;231;Università degli Studi di Milano-Bicocca;;;;External
803;Karthik;Raman;Professor;0000-0002-9311-7093;Nessuna;26;3784;Indian Institute of Technology Madras;;;;External
804;david;tamborero;;0000-0002-7218-2806;cancer, genomics, personalized medicine, big data, multi omics;49;19229;Unknown affiliation;;;;External
805;Fanyu;Meng;;0000-0001-5418-8916;Nessuna;10;345;"Soitec Phoenix Labs; Arizona State University";;;;External
806;Brunella;Gerla;;0000-0002-9563-2136;Nessuna;18;917;University of Insubria;;;;External
807;Lorenz;Wernisch;;0000-0003-3113-7942;Nessuna;38;6838;BIOS Health;;;;External
808;Yongqiang;Li;;0000-0002-8979-7647;Nessuna;8;1309;Nanjing University of Aeronautics and Astronautics;;;;External
809;Elias;Chaibub Neto;Senior Scientist;0000-0002-9575-861X;Nessuna;26;4917;Sage Bionetworks;;;;External
810;Yipeng;Ma;;0000-0003-1810-5540;Nessuna;16;1731;Shenzhen Innovation Immunotechnology Co., Ltd;;;;External
811;Farida S.;Akhtari;;0000-0002-1089-4488;Biostatistics, Statistical genetics, Computational biology, Precision medicine, Health data science;7;456;Statistical Geneticist, National Institute of Environmental Health Sciences;;;;External
812;Marzieh;Samadi Foroushani;;0000-0002-6531-8947;Nessuna;5;106;Tehran Disaster Mitigation and Management Organization;;;;External
813;Hector;Zenil;;0000-0003-0634-4384;algorithmic information dynamics, causality, machine learning, AI, cellular automata, randomness, epistemology;40;4095;Associate Professor @ King’s College London & AI Advisor @ The Alan Turing Institute;;;;External
814;Haitham;Elmarakeby;;0000-0002-4315-4347;Machine Learning, Natural Language processing, Genomics, Cancer discovery;18;2424;Al-Azhar University;;;;External
815;Pedro;Berjano;;0000-0002-1891-3719;Nessuna;37;4616;IRCCS Istituto Ortopedico Galeazzi, Milan (I);;;;External
816;Berta;Chulvi;Senior R&D Psychologist ;0000-0003-1169-0978;Nessuna;19;1278;Symanto Research;;;;External
817;Jiang;He;;0000-0001-6094-6584;Nessuna;158;171823;Professor and Joseph S. Copes, M.D. Chair in Epidemiology, Tulane University;;;;External
818;Alessandro;Guidi;;0000-0002-4708-3179;Nessuna;25;2919;Professore di Preistoria e Protostoria Università Roma Tre;;;;External
819;Zhiguo;Cao;;0000-0001-8401-2516;Nessuna;53;10709;Huazhong University of Science and Technology;;;;External
820;Martin;Scharm;;0000-0003-4519-7030;Nessuna;11;778;CODE AHOI;;;;External
821;Tomas;Radivoyevitch;Associate Staff;0000-0002-9701-1851;Nessuna;44;7171;Cleveland Clinic;;;;External
822;Stefano;Di Corato;;0000-0002-9818-6821;Nessuna;6;156;Institute of Nanotechnology CNR-NANOTEC;;;;External
823;Olexandr;Isayev;Carl and Amy Jones Professor of Chemistry;0000-0001-7581-8497;machine learning, deep learning, molecular modeling, theoretical chemistry;46;15620;Carnegie Mellon University;;;;External
824;Linda;Rieswijk;;0000-0002-6106-1347;Nessuna;15;2572;Maastricht University;;;;External
825;Tomáš;Helikar;Associate Professor;0000-0003-3653-1906;Nessuna;27;2872;University of Nebraska - Lincoln;;;;External
826;Richard;Meier;;0000-0003-0852-1954;Nessuna;187;235977;University of California, Santa Barbara;;;;External
827;Bin-Bin;Hu;;0000-0003-3157-4309;Nessuna;12;442;Postdoc, University of Groningen, the Nethelands;;;;External
828;Alexey;Petrovsky;Head of Department;0000-0002-5071-0161;Nessuna;47;9136;Federal Research Center “Computer Science and Control”, Russian Academy of Sciences;;;;External
829;Luc;Van Gool;;0000-0002-3445-5711;Nessuna;197;241605;professor computer vision INSAIT Sofia University, em. KU Leuven, em. ETHZ, Toyota Lab TRACE;;;;External
830;maarten joost;de vos;Orthopaedic Surgeon;0000-0002-0196-7534;Nessuna;;;Tergooi Hospital;;;;External
831;Twan;van Laarhoven;Assistant Professor;0000-0001-7597-0579;Nessuna;16;2630;Radboud University Nijmegen;;;;External
832;DANILO;PORRO;Docenti di ruolo di Ia fascia;0000-0001-5723-3700;BIOTECNOLOGIE INDUSTRIALI, LIEVITI;48;9612;Universita' di Milano Bicocca;;;;External
833;Marko;Subasic;Medical Doctor;0009-0004-3881-4752;Nessuna;22;1324;Clinical Center of Vojvodina;;;;External
834;Avantika;Lal;Principal AI Scientist ;0000-0002-5827-0826;Genomics, Machine Learning, Functional Genomics, Deep Learning;11;673;Genentech;;;;External
835;Adib;Rastegarnia;;0000-0003-3124-2152;Computer Networks, Software Defined Networking, Internet of Things, Wireless Networks;8;194;Purdue University;;;;External
836;Wangmeng;Zuo;;0000-0002-3330-783X;Nessuna;105;68501;School of Computer Science and Technology, Harbin Institute of Technology;;;;External
837;Bhagya;Wijayawardena;;0000-0001-5371-0776;Nessuna;9;525;PhD student, Purdue University;;;;External
838;Caterina;Fregosi;PhD;0009-0004-7626-8131;Nessuna;1;3;University of Milano-Bicocca;;;;External
839;Denis;Shepelev;;0000-0001-5305-8044;Nessuna;4;109;PhD, Senior Researcher at AIRI;;;;External
840;Arjan;Gijsenij;;0000-0003-4926-3672;Nessuna;20;4066;AkzoNobel Decorative Coatings;;;;External
841;Jue;Wang;;0000-0003-2557-8338;Nessuna;80;32503;Hohai University;;;;External
842;Alex;Savchik;Stazher-issledovatel';0000-0003-3035-1365;Nessuna;7;161;Institut problem peredachi informatsii imeni A A Kharkevicha RAN;;;;External
843;Erica;Tavazzi;;0000-0001-6188-6413;Disease progression modeling, Machine learning, Process mining, Missing data imputation;12;460;Università degli Studi di Padova;;;;External
844;Valerio Maria;Caccavella;Resident;0000-0003-1121-9908;Orthopaedics and Traumatology, Spinal surgery, Machine Learning;;;Istituto Ortopedico Gaetano Pini;;;;External
845;Steffen;Klamt;;0000-0003-2563-7561;Nessuna;52;12236;Max Planck Institute for Dynamics of Complex Technical Systems, Magdeburg;;;;External
846;Aritro;Nath;Assistant Professor;0000-0002-3225-4203;Nessuna;15;1498;City of Hope National Medical Center;;;;External
847;Maximilien;de Bayser;;0000-0002-0279-6351;Nessuna;6;178;IBM Research Brazil;;;;External
848;Francesca;Guerriero;Borsista;0000-0001-5484-0994;Nessuna;44;7899;Università degli Studi di Napoli Federico II;;;;External
849;Maxime;Guériau;;0000-0002-8742-6623;Nessuna;14;1162;Assistant Professor at INSA Rouen Normandie;;;;External
850;SY-YEN;KUO;;0000-0002-2504-2608;Nessuna;55;13480;National Taiwan University;;;;External
851;Andrew;Finney;;0000-0003-2426-8258;Nessuna;24;2784;Reader in Human Geography, University of St Andrews, UK;;;;External
852;Mauro;Castelli;;0000-0002-2797-6914;Nessuna;39;6977;Istituto Regina Elena;;;;External
853;Katarzyna;Materka;Manager;0009-0008-0800-1709;cloud computing, multi-cloud, machine learning;;;7Bulls (Melodic Cloud);;;;External
854;Amogh;Joshi;Cardiovascular Disease Fellow ;0000-0002-0248-2168;Nessuna;8;239;Lehigh Valley Health Network;;;;External
855;Seungpyo;Hong;;0000-0002-2507-3172;Nessuna;54;21387;Milton J. Henrichs Chair Professor at University of Wisconsin - Madison;;;;External
856;Fabien;Reyal;;0000-0002-2318-3589;Nessuna;53;11715;Institut Curie. Department of Surgery;;;;External
857;Jordi;Abante Llenas;Postdoctoral Researcher;0000-0003-4137-2858;Nessuna;7;493;Universitat de Barcelona;;;;External
858;Yuichiro;Inagaki;;0000-0003-4011-8487;Nessuna;8;285;みずほ情報総研株式会社;;;;External
859;Yash;Deshpande;;0009-0002-2165-3003;Nessuna;14;1272;Vellore Institute of Technology University;;;;External
860;Sigve;Nakken;Scientist;0000-0001-8468-2050;cancer genomics, clinical bioinformatics, computational biology, systems pharmacology;24;3847;Oslo University Hospital;;;;External
861;david;falcao;Professor Adjunto;0000-0002-9253-7838;Nessuna;5;118;Instituto Politecnico de Castelo Branco;;;;External
862;Antonio;Martini;;0009-0009-1143-2996;Nessuna;33;2951;Professor at University of Oslo;;;;External
863;Daniel;Ashlock;;0000-0003-2209-7504;Nessuna;33;5935;Unknown affiliation;;;;External
864;Lai-Kuan;Wong;Associate Professor;0000-0002-4517-0391;Nessuna;14;776;Multimedia University;;;;External
865;Dohoon;Ryu;;0009-0006-4569-4693;Nessuna;5;598;SK Group (South Korea);;;;External
866;Luisa;Castagnoli;Full Professor;0000-0001-5283-8671;Nessuna;53;13493;University of Rome Tor Vergata;;;;External
867;jiajun;xiao;;0000-0002-2145-4998;Nessuna;;;Fudan University School of Basic Medical Sciences;;;;External
868;Tzofi;Klinghoffer;;0000-0001-9791-7613;Nessuna;7;190;Massachusetts Institute of Technology;;;;External
869;Cliff;Shaffer;Professor;0000-0003-0001-0295;Nessuna;42;5866;Virginia Polytechnic Institute and State University;;;;External
870;Chenchen;Xu;;0000-0002-4502-4925;Nessuna;11;568;PhD candidate, Australia National University;;;;External
871;Norimichi;Ukita;;0000-0002-0240-1065;Nessuna;33;8178;Toyota Technological Institute;;;;External
872;Anna;Zhukova;;0000-0002-5666-3802;Nessuna;13;1804;Institut Pasteur;;;;External
873;Qi Qi Qi;Zhang;;0000-0002-7491-6746;Nessuna;140;160192;Shanghai Jiao Tong University;;;;External
874;Scott Donald;Patterson;Vice President, Biomarker Sciences & Diagnostics;0000-0002-9840-4964;Nessuna;;;Gilead Sciences, Inc;;;;External
875;Bomin;Wang;;0000-0002-7528-5392;pelvic fracture;4;126;Fudan University;;;;External
876;Jeffrey;Sorensen;;0000-0001-8934-5301;Nessuna;36;6412;Google;;;;External
877;Antonio;Marsico;Senior Consultant;0000-0002-8488-5437;Nessuna;6;75;Reply (Italy);;;;External
878;Martin;Kuiper;Professor in Systems Biology;0000-0002-1171-9876;Semantic Web, Systems Biology, Enabling technology, Software development;47;41682;Norwegian University of Science and Technology ;;;;External
879;Harry;Gray;Executive Chair;0000-0001-7842-8590;Nessuna;152;94651;Wellness Grove CIC;;;;External
880;Chongxing;Song;;0000-0002-3306-3142;Nessuna;74;21154;Chongqing University;;;;External
881;Vasco;Coelho;;0009-0007-5742-0929;Nessuna;4;142;People Management | Employee Experience | Organizational Development | Growth | Innovation;;;;External
882;Jaume;Bacardit;Professor of Artificial Intelligence;0000-0002-2692-7205;Data Mining, Machine Learning, Bioinformatics, Big Data;40;7690;Newcastle University;;;;External
883;Daniele;Peluso;;0000-0001-9019-1282;Nessuna;12;4690;"Department of Biology, University of Rome ""Tor Vergata""";;;;External
884;satwinder;singh;;0000-0002-2555-075X;Nessuna;58;11811;University of Dubai;;;;External
885;Christina;Curtis;Professor of Medicine & Genetics;0000-0003-0166-3802;Nessuna;54;29375;Stanford University;;;;External
886;Chaoxiong;Wu;;0000-0002-7491-0395;Nessuna;8;449;Xidian University;;;;External
887;Hongyu;Zhao;;0000-0002-4165-6554;Nessuna;119;55919;Yale University;;;;External
888;Leonard;Harris;;0009-0003-0948-1867;Nessuna;20;1886;University of Arkansas, Department of Biomedical Engineering;;;;External
889;Zhiyuan;Hu;;0000-0003-4867-228X;Nessuna;38;6531;NCNST JHMI ISB;;;;External
890;Lucian;Smith;;0000-0001-7002-6386;Nessuna;22;5877;University of Washington;;;;External
891;Stephen;Friend;;0000-0003-2881-9141;Nessuna;84;78639;4YouandMe and Oxford University;;;;External
892;Chieh;Lin;;0000-0001-5898-0310;Nessuna;70;17560;Xidian University;;;;External
893;Roman;Nesterov;;0000-0003-3913-5810;Nessuna;6;71;"National Research University ""Higher School of Economics""";;;;External
894;Christian;Knüpfer;;0000-0002-6291-6175;Nessuna;7;739;Friedrich-Schiller-Universität Jena;;;;External
895;Ming-Mei;Shang;;0000-0002-4480-6095;Nessuna;12;655;Karolinska Institutet;;;;External
896;Sunkyu;Kim;;0000-0003-3099-9479;Nessuna;17;7379;AIGEN Sciences Inc.;;;;External
897;HUGO;GAMBOA;;0009-0000-9291-4333;Nessuna;32;3983;Center for Research and Advanced Studies of the National Polytechnic Institute;;;;External
898;Liuhan;Peng;;0000-0003-4201-1050;Nessuna;4;107;Unknown affiliation;;;;External
899;yiping;zeng;;0000-0001-7017-7352;Nessuna;25;1786;Associate Professor, Melbourne Institute of Applied Economic and Social Research, University of;;;;External
900;Gianluca;Castelnuovo;;0000-0003-2633-9822;clinical psychology, psychotherapy, obesity, eating disorders, telecare, e-health, mHealth, telemedicine;60;16389;Università Cattolica del Sacro Cuore;;;;External
901;Haoran;Chen;;0000-0001-6859-9310;Nessuna;7;1445;St. Jude Children's Research Hospital;;;;External
902;Jinshan;Pan;;0000-0002-4431-0671;Nessuna;54;16578;KTH Royal Institute of Technology;;;;External
903;FABRIZIO;SCHETTINI;;0000-0002-5551-4741;Nessuna;;;LIUC;;;;External
904;Shangchen;Zhou;;0000-0002-2372-5552;Nessuna;26;4059;Nanyang Technological University;;;;External
905;Benjamin;Haibe-Kains;;0000-0002-7684-0079;Nessuna;89;38287;Scientist (Principal Investigator), Princess Margaret Cancer Centre, University Health Network;;;;External
906;Zhendong;Wang;;0000-0002-4427-2978;Nessuna;29;2443;Retired;;;;External
907;Motoki;Shiga;Chief Invited Researcher;0000-0003-2434-4716;Nessuna;19;1683;National Institute for Materials Science;;;;External
908;Finja;Wrzodek;;0000-0001-5031-1016;Nessuna;13;1320;Researcher at Center for Bioinformatics Tuebingen (ZBIT), University of Tuebingen, Tübingen, Germany;;;;External
909;Pengfei;Wan;;0000-0001-5371-1867;Nessuna;22;2151;Head of Visual Generation and Interaction Center, Kuaishou Technology;;;;External
910;Ling-Hao;Han;;0000-0002-7554-8770;Nessuna;9;761;Nankai University;;;;External
911;Valentina;Lenarduzzi;Assistant Professor (Tenure Track);0000-0003-0511-5133;Nessuna;35;4421;University of Oulu;;;;External
912;chunle;guo;;0000-0002-2432-2026;Nessuna;25;7418;Nankai University;;;;External
913;Ion;Moraru;;0000-0002-3746-9676;Nessuna;29;4457;Professor of Cell Biology, University of Connecticut School of Medicine;;;;External
914;lishan;huang;;0009-0000-4749-2848;Nessuna;34;5263;Professor of Statistics, National tsing Hua University, TAIWAN;;;;External
915;Yi;Xiao;;0000-0001-5257-758X;Nessuna;59;16849;North Carolina State University;;;;External
916;Samuel;Finlayson;Postgraduate;0000-0003-1933-7706;Nessuna;45;7854;University of Bristol;;;;External
917;Dagmar;Waltemath;Professor of Medical Informatics;0000-0002-5886-5563;COMBINE standards, FAIR Health data, research data management, graph databases;25;2877;Universitätsklinikum Greifswald;;;;External
918;Chenghua;Li;;0000-0003-4584-8526;Nessuna;13;618;Unknown affiliation;;;;External
919;Dejun;Hao;;0000-0001-7743-9968;Nessuna;;;Nanjing Forestry University;;;;External
920;MARTINA;MATTIOLI;;0000-0002-6542-8089;Nessuna;1;14;Università Ca' Foscari, Politecnico di Torino;;;;External
921;Si;Yi;;0000-0001-8734-8605;Nessuna;50;10742;Virginia Tech;;;;External
922;DENIS;Bertrand;;0000-0002-9156-2759;Nessuna;31;10646;Head of bioinformatics, SeqOne;;;;External
923;Jacopo;Talpini;;0000-0003-1556-6296;Nessuna;3;11;University of Milano-Bicocca;;;;External
924;Jaejoon;Choi;PostDoc Fellow;0000-0002-6695-2157;Nessuna;0;;Harvard Medical School;;;;External
925;Xihui;Lin;;0000-0003-1679-9120;Nessuna;10;1367;Microsoft;;;;External
926;Sam;Sinai;;0000-0003-0301-9201;Nessuna;99;52054;Icahn School of Medicine at Mount Sinai;;;;External
927;Kimberly;Begley;Managing Director, Chronic Pain Network ;0000-0002-1642-7493;Nessuna;;;McMaster University;;;;External
928;Riccardo;SARTORI;Associate Professor ;0000-0002-4212-9844;Nessuna;38;4571;University of Verona;;;;External
929;Mauro;Dragoni;;0000-0003-0380-6571;Nessuna;30;3102;Head of the Intelligent Digital Agents Research Group at Fondazione Bruno Kessler.;;;;External
930;Nikolay;Nikolov;;0000-0001-7643-8373;Nessuna;49;9231;Space Telescope Science Institute (STScI);;;;External
931;Alexey;Zakharov;;0000-0002-7163-4663;Nessuna;41;7956;Kazan Federal University;;;;External
932;Sheng-sheng;Wang;;0000-0001-5752-3193;Nessuna;2;15;Unknown affiliation;;;;External
933;M. Furkan;Kirac;;0000-0001-9177-0489;Nessuna;15;1677;Assistant Professor at Ozyegin University, Department of Computer Science;;;;External
934;Yiyun;Zhao;;0009-0004-2735-4498;Nessuna;11;574;University of Glasgow;;;;External
935;Pawel;Skrzypek;;0000-0001-7749-7295;Nessuna;8;218;AI Investments.pl;;;;External
936;Sarah;Keating;;0000-0002-3356-3542;Nessuna;25;9973;University College London;;;;External
937;GIORGIO;GIACINTO;;0000-0002-5759-3017;Nessuna;55;12731;Professor, University of Cagliari;;;;External
938;Evert;Bosdriesz;;0000-0002-8788-9548;Systems biology, Computational biology, Cancer , Single cell, Network modelling;12;1022;Vrije Universiteit Amsterdam;;;;External
939;Michael;Blinov;;0000-0002-9363-9705;Nessuna;26;5308;University of Connecticut Health Center;;;;External
940;Daniele;Santoro;;0000-0002-0324-3847;Nessuna;27;2682;Professora Associada, Escola Paulista de Medicina-Universidade Federal de São Paulo (EPM/UNIFESP);;;;External
941;Chaoyu;Feng;;0000-0003-2572-2934;Nessuna;14;556;Unknown affiliation;;;;External
942;Ji;Park;;0000-0002-4798-5375;Nessuna;55;16930;Department of Bio and Brain Engineering, KAIST;;;;External
943;Yongdeuk;Hwang;;0000-0002-0068-7151;Nessuna;5;409;School of biological sciences, Seoul national university;;;;External
944;CHRISTOPH;KURZ;;0000-0002-0245-4909;Nessuna;30;2788;Department of Radiation Oncology, LMU University Hospital, LMU Munich;;;;External
945;Rajiv;Movva;;0000-0002-2012-0849;Nessuna;7;310;Cornell;;;;External
946;fred;shapiro;Associate Professor in Anesthesia, Harvard Medical School;0000-0003-0987-6626;Nessuna;66;18780;Massachusetts Eye and Ear Infirmary;;;;External
947;George;Tomlinson;;0000-0001-6072-6717;Nessuna;115;57322;University Health Network/University of Toronto;;;;External
948;Debin;Zhao;;0000-0003-3434-9967;Nessuna;58;15451;Dept. of Computer Science,Harbin Institute of Technology;;;;External
949;Rainer;Machne;PostDoc;0000-0002-1274-5099;Nessuna;29;6349;Northeastern University;;;;External
950;Shuxin;Chen;;0000-0003-2527-8909;Nessuna;14;1020;nanyang technological university;;;;External
951;Giuseppe;Serra;;0000-0002-7287-5223;Nessuna;32;5912;Sardegna Ricerche;;;;External
952;Furkan;Kınlı;Research Assistant;0000-0002-9192-6583;Nessuna;8;186;Özyeğin University;;;;External
953;Song;Liu;;0000-0001-8308-645X;Nessuna;60;16690;Professor of Oncology & Vice Chair, Roswell Park Comprehensive Cancer Center;;;;External
954;Nimrod;Morag;Data Scientist;0000-0003-2345-8586;Nessuna;3;48;Way2VAT;;;;External
955;Adrián;Santos;;0000-0002-6062-139X;Nessuna;132;106371;aluno gastronomia;;;;External
956;Kevin;Chen;;0000-0003-3585-0593;Nessuna;77;30442;Hong Kong University of Science and Technology;;;;External
957;Yang-Yang;Wang;;0000-0002-3106-2111;Nessuna;5;48;University of Missouri;;;;External
958;Conor;Lawless;;0000-0002-4186-8506;Nessuna;24;3688;Newcastle  University;;;;External
959;Bosheng;Song;;0000-0002-1479-5399;Nessuna;27;2031;Associate Professor, Hunan University;;;;External
960;HaoQian;Wang;;0000-0002-3651-8704;Nessuna;34;4512;Tsinghua University;;;;External
961;Herbert;Sauro;Professor;0000-0002-3659-6817;Systems Biology Synthetic Biology;55;15555;University of Washington;;;;External
962;Narsis;Kiani;;0000-0002-0949-046X;Nessuna;27;2830;Karolinska Institutet;;;;External
963;leonardo;mariani;;0000-0001-8512-5029;Nessuna;35;4917;University of Milano - Bicocca;;;;External
964;Chi-Hao;Wu;;0000-0002-5474-6874;Nessuna;14;870;University of Southern California;;;;External
965;Haiwei;Li;;0000-0002-0750-0628;Nessuna;58;15891;Huawei Noah's Ark Lab, Columbia, CUHK, PKU;;;;External
966;Krishna;Bulusu;Director;0000-0002-5092-6640;Nessuna;18;2240;AstraZeneca UK Ltd;;;;External
967;Luca;Denti;;0000-0002-7403-7039;Nessuna;8;162;DISCo - University of Milano - Bicocca;;;;External
968;Woo Yun;Lee;;0000-0003-1122-4491;Nessuna;22;1761;Principal researcher of KRISS;;;;External
969;Chen Chen;Yang;;0000-0003-0084-7554;Nessuna;127;117929;PhD student of Computer Graphics Technology, Purdue University;;;;External
970;Jose;Camacho;;0000-0001-6846-1303;Nessuna;51;10811;Porfesor de Curriculo, institución universitaria Antonio Jose Camacho;;;;External
971;Yue;Lu;;0000-0001-7942-0806;Nessuna;36;9330;Massachusetts Institute of Technology;;;;External
972;Boaz;Arad;CTO;0000-0003-0855-1387;Nessuna;8;1631;Voyage 81;;;;External
973;francesca;ricci;;0000-0002-5798-1642;Nessuna;86;45078;Università di Bologna;;;;External
974;Yuqian;Zhou;;0000-0001-7478-407X;Nessuna;27;4004;Research Scientist at Adobe;;;;External
975;Inês;Neves;;0000-0002-3436-9645;Nessuna;5;86;Royal Veterinary College, University of London;;;;External
976;ganapathy;krishnamurthi;;0000-0002-9262-7569;Nessuna;30;8128;Associate Professor at IIT-Madras;;;;External
977;TIANTONG;GUO;;0000-0001-9994-2636;Nessuna;16;3244;Penn State;;;;External
978;Mathew;Stiller-Reeve;;0000-0002-2023-2912;Nessuna;11;381;Freelance educator, researcher, and consultant;;;;External
979;Davide;Badalotti;;0000-0002-0944-9598;Nessuna;3;76;Bocconi University;;;;External
980;zhiwei;Xiong;;0000-0002-1167-3142;Nessuna;50;9254;University of Science and Technology of China;;;;External
981;Bissan;Al-Lazikani;Professor, Director of Therapeutics Data Science;0000-0003-3367-2519;cancer, data science, drug discovery, drug targets;42;20044;The University of Texas MD Anderson Cancer Center;;;;External
982;Anna;Stefan;;0000-0001-6152-4164;Nessuna;20;3339;University of Łódź ;;;;External
983;Shanfeng;Zhu;;0000-0003-1540-4158;Nessuna;35;4972;Professor, Institute of Science and Technology for Brain-Inspired Intelligence, Fudan University;;;;External
984;xiaotong;huang;;0009-0007-6206-9803;Nessuna;59;13462;Professor of Engineering Mechanics, Swinburne University of Technology;;;;External
985;Mohammad Taher;Pilehvar;;0000-0003-3694-4006;Nessuna;33;5355;Cardiff University / TeIAS / Cambridge;;;;External
986;Richard;Newton;;0000-0003-4318-9053;Nessuna;21;2628;Lecturer at University of Stirling;;;;External
987;ANDREAS;SERAPHIM;;0000-0003-3593-7875;Nessuna;1;5;Medico in formazione specialistica, Università di Padova;;;;External
988;KONSTANTINOS;ZOGRAFOS;Professor;0000-0003-3677-7850;Statistical Information Theory, Multivariate Statistics, Parametric Statistical Inference, Measures of Association and Dependence, Statistical Distributions, Analysis of Categorical Data;21;2144;University of Ioannina;;;;External
989;Luciano;Milanesi;Associated as Research Director;0000-0002-1201-3939;Bioinformatics, Genomics, System Biology;46;8783;National Research Council - Institute of Biomedical Tecgnology (CNR-ITB);;;;External
990;Abdelrahman;Abdelhamed;;0000-0002-4836-794X;Nessuna;23;2332;Chemistry Department, Faculty of Science, Benha University, Egypt;;;;External
991;Dezso;Modos;Research Fellow;0000-0001-9412-6867;Nessuna;16;1637;Imperial College London;;;;External
992;Jeremy;Zucker;;0000-0002-7276-9009;Nessuna;31;20069;Pacific Northwest National Laboratory;;;;External
993;Vatsal;Sharan;;0009-0003-1280-5623;Nessuna;16;639;Stanford University;;;;External
994;Sebastian;Sauer;;0000-0001-7725-6176;Nessuna;28;3469;Ansbach University of Applied Sciences;;;;External
995;Fedor;Kolpakov;;0000-0002-0396-0256;Nessuna;25;6582;Biosoft.Ru;;;;External
996;Bernhard;Palsson;;0000-0003-2357-6785;Nessuna;177;123702;Bioengineering and Pediatrics, UC-San Diego;;;;External
997;Christopher;Yau;;0000-0003-4686-4560;Nessuna;41;9938;University of Oxford;;;;External
998;Marco;CREMASCHI;Full Professor;0000-0003-4139-1928;Nessuna;17;1254;SciencesPo;;;;External
999;Federica;Filippini;;0000-0003-1598-8317;Nessuna;6;53;Politecnico di Milano (Italy);;;;External
1000;Leila;Askari;;0000-0003-1455-5675;Nessuna;8;152;Telco Cloud Engineer | PhD in Telecommunications;;;;External
1001;Hiroshi;Mamitsuka;Professor;0000-0002-6607-5617;Machine learning, Bioinformatics, Artificial Intellilgence, Graph Learning, Systems Biology;;;Kyoto University;;;;External
1002;Marko;Subašić;;0000-0002-4321-4557;Nessuna;22;1324;University of Zagreb Faculty of Electrical Engineering and Computing;;;;External
1003;Jafar;Jamal;;0009-0003-9368-1094;Nessuna;21;1403;Associate Professor, PG and Research Department of Chemistry, Jamal Mohamed College, Trichy, TN;;;;External
1004;Jing-Jing ;Li;;0000-0001-8396-2050;Nessuna;8;1945;Centre for Health Economics, Monash University;;;;External
1005;Eliana;La Rocca;MD;0000-0002-6783-710X;Nessuna;9;327;Fondazione IRCCS Istituto Nazionale dei Tumori;;;;External
1006;James;Faeder;;0000-0001-8127-609X;Nessuna;51;9028;University of Pittsburgh;;;;External
1007;Wei-Wei;Zhang;;0000-0002-8991-4305;Nessuna;21;2062;Yangtze University;;;;External
1008;Lorenzo;Rovida;;0000-0001-5093-7932;Nessuna;3;22;PhD Student, University of Milano-Bicocca (Italy);;;;External
1009;Elena Maria;Elli;;0000-0001-5576-5412;Nessuna;30;4307;Hematology Division,  San Gerardo Hospital, Monza;;;;External
1010;Daniele;Baieri;PhD Student;0000-0002-0704-5960;Nessuna;3;31;Università degli Studi di Roma La Sapienza;;;;External
1011;Se Young;Chun;Associate Professor;0000-0001-8739-8960;Nessuna;35;3340;Seoul National University;;;;External
1012;huiyuan;chen;;0000-0002-3864-9513;Nessuna;21;1479;Visa Research;;;;External
1013;Wouter;Tavernier;Assistant Professor;0000-0003-4408-6523;network reliability, software-defined networking, deterministic networking;21;1628;Ghent University;;;;External
1014;Adriana;Blanda;;0009-0004-3522-3607;Nessuna;4;64;Biostatitian;;;;External
