Unnamed: 0,Given Name,Family Name,Role,ORCID ID,Keywords,H Index,Citations,Organization,Past Institutions,Department Code,Specific Field,Internal,openalex_id_institution
711,Pengxu,Wei,,0000-0003-3544-0535,Nessuna,18,1472,Sun Yat-sen University,,,,External,https://openalex.org/I157773358
712,MIKHAIL,TCHOBANOU,,0009-0002-8850-8599,Nessuna,10,261,Moscow Power Engineering Institute,,,,External,https://openalex.org/I171241948
713,Adrian,Rutle,Professor,0000-0002-4158-1644,Nessuna,21,1454,Western Norway University of Applied Sciences,,,,External,https://openalex.org/I179863766
714,Yiyi,Liu,,0000-0002-2576-6497,Nessuna,16,1026,Nanjing Medical University,,,,External,https://openalex.org/I83519826
715,noa,ben david,,0000-0002-8635-3848,Nessuna,0,,UCL,,,,External,https://openalex.org/I2800173700
716,Huaiyu,Mi,Associate Professor,0000-0001-8721-202X,Nessuna,44,66172,Keck School of Medicine of USC,,,,External,
717,Mostafa,Karimi,,0000-0003-2120-8647,Nessuna,13,2368,Amazon,,,,External,https://openalex.org/I1311688040
718,Lei,Lei,,0000-0002-7828-0415,Nessuna,278,382419,CERN,,,,External,
719,Sorin,Draghici,Program Director,0000-0002-0786-8377,"Bionformatics, Computational biology, Machine learning, Neural networks",59,18635,National Science Foundation,,,,External,https://openalex.org/I1311060795
721,Angelo,Facchiano,Research Director - Staff Researcher - Group Leader,0000-0002-7077-4912,Nessuna,41,5405,National Research Council,,,,External,https://openalex.org/I4210155236
723,Cosmin,Ancuti,,0000-0002-2151-804X,Nessuna,27,7310,University Politehnica Timisoara,,,,External,
724,Ranjan,Mondal,,0000-0002-2055-2836,Nessuna,8,701,University of Delhi,,,,External,https://openalex.org/I110166357
725,Jorge,Lopez-Castroman,,0000-0003-0618-0690,Nessuna,38,4362,CHRU Nîmes,,,,External,
726,Vikas Kumar,Anand,,0000-0002-7109-1638,Nessuna,4,109,Indian Institute of Technology Madras,,,,External,https://openalex.org/I24676775
727,Mattia,Sgro,PhD Student,0009-0003-5838-5329,Nessuna,1,1,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
728,Paolo,ROSSO,,0009-0003-1182-5577,Nessuna,80,24925,Universitat Politècnica de València,,,,External,https://openalex.org/I60053951
729,Dong-Wook,Kim,,0000-0002-5164-3108,Nessuna,126,92674,Korea research institute of technology,,,,External,https://openalex.org/I4210151417
730,IRENE,SALA,,0000-0001-9112-8699,Nessuna,13,1125,Cold  Spring Harbor Laboratory,,,,External,https://openalex.org/I2750212522
731,Chiara,NATALI,Technician,0000-0002-0293-171X,Nessuna,6,152,University of Florence,,,,External,https://openalex.org/I45084792
732,Syed Waqas,Zamir,,0000-0002-7198-0187,"Syed Waqas Zamir, swzamir, S.W. Zamir",28,10968,IIAI,,,,External,
733,Nanne,Aben,,0000-0002-8356-1457,Nessuna,10,2542,Kaiko,,,,External,
734,Ran,Zhu,,0000-0002-3173-2533,Nessuna,9,315,University of Tennessee,,,,External,https://openalex.org/I75027704
735,Weronika,Kamola-Uberman,"wykładowca, adiunkt",0000-0003-3227-1246,Nessuna,,,University in Gdańsk,,,,External,https://openalex.org/I4210102184
736,Ming-ming,Chen,,0000-0002-1540-904X,Nessuna,97,57700,Nankai University,,,,External,https://openalex.org/I205237279
737,Martin,Golebiewski,Expert for Systems Biology Standards and Data Management,0000-0002-8683-7084,"Scientific data management, Systems Biology, Biomedical Standards, Data standards, Modelling standards, ISO, COMBINE, Systems Medicine, Virtual Liver, Data integration",23,3188,HITS gGmbH,,,,External,
738,James,Moon,,0000-0003-2238-2372,Nessuna,113,57549,University of Michigan,,,,External,https://openalex.org/I27837315
739,Marco,Leonardi,,0000-0001-5272-6477,Nessuna,22,2696,University of Milan,,,,External,https://openalex.org/I189158943
740,Boris,Steipe,Professor emeritus,0000-0002-1134-6758,Nessuna,35,5812,University of Toronto,,,,External,https://openalex.org/I185261750
741,Luca,Rosato,Attending,0000-0002-5169-7253,Nessuna,,,Azienda Unità Sanitaria Locale di Piacenza,,,,External,
742,Rama,Raghavan,,0000-0002-5780-7417,Nessuna,21,1621,"Associate Professor (Epidemiology), University of Missouri (https://orcid.org/0000-0002-2657-3398)",,,,External,https://openalex.org/I76835614
743,Carmen,Guerrero,,0000-0002-5528-3031,Nessuna,48,6560,IIS-Fundacion Jimenez Diaz. Autonoma University of Madrid,,,,External,
744,Yi-Chung,Chen,Assistant Professor,0000-0001-5864-9281,Nessuna,12,521,Tennessee State University,,,,External,https://openalex.org/I119443389
745,Kathleen,Marchal,ASSOCIATE PROFESSOR,0000-0002-2169-4588,"bioinformatics, systems biology",57,21471,Universiteit Gent,,,,External,https://openalex.org/I32597200
746,Ibrahim,Vazirabad,Bioinformatics Analyst III,0009-0003-0443-3663,Nessuna,3,313,Medical College of Wisconsin,,,,External,https://openalex.org/I204308271
747,Wenjin,Zheng,,0009-0003-8721-8693,Nessuna,67,27713,Dehua County Hospital,,,,External,
748,Neta,Zach,,0000-0002-5588-1090,Nessuna,17,1294,"Senior Director, Takeda Neuroscience",,,,External,
749,Bessem,Sayadi,Research Manager,0000-0002-2027-7993,Nessuna,17,1433,Nokia Bell Labs,,,,External,
750,Daniel,Mason,,0000-0001-9227-5914,Nessuna,48,17643,Cornell University,,,,External,https://openalex.org/I205783295
751,Jean-Baptiste,Pettit,,0000-0002-3180-5966,Nessuna,6,1102,"Cambridge University, EMBL-EBI",,,,External,https://openalex.org/I241749
752,matteo,lombardi,,0000-0001-9043-3915,Nessuna,9,262,"Ph.D., Griffith University",,,,External,https://openalex.org/I11701301
753,Henning,Schmidt,,0000-0001-7554-1862,Nessuna,43,5621,"Professor of Physics, Stockholm University",,,,External,https://openalex.org/I161593684
754,yizi,chen,,0000-0001-8156-3136,Nessuna,5,121,ETH Zürich,,,,External,https://openalex.org/I4391767848
755,Zhiqiang ,Lang,,0000-0001-9254-7270,Nessuna,6,408,Northwestern Polytechnical University,,,,External,https://openalex.org/I17145004
756,Minsoo,Choi,,0000-0001-5521-7029,Nessuna,8,338,Unknown affiliation,,,,External,
757,Marta,Sales-Pardo,Professor,0000-0002-8140-6525,"complex systems, complex networks, science of science, data analysis, systems biology",34,7865,Universitat Rovira i Virgili,,,,External,
758,Alessandro,Tibaldi,Full professor,0000-0003-2871-8009,Nessuna,49,6812,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
759,Pedro,Monteiro,Associate Professor,0000-0002-7934-5495,"Computational Biology, Algorithms, Formal Verification, Biological Networks, Discrete event systems",45,10659,Universidade de Lisboa Instituto Superior Técnico,,,,External,https://openalex.org/I4387152517
760,Paola,Vallerio,,0000-0001-5050-8687,Nessuna,42,5904,Stockholm University,,,,External,https://openalex.org/I161593684
761,Renwei,Dian,,0000-0001-9197-6292,Nessuna,18,3017,Associate Professor in Hunan University (湖南大学),,,,External,https://openalex.org/I16609230
762,Isidro,Cortes Ciriano,Research Group Leader,0000-0002-2036-494X,"cancer genomics, computational biology, genome instability, machine learning, drug discovery",46,17168,European Bioinformatics Institute,,,,External,https://openalex.org/I1303153112
763,Julien,Dorier,,0000-0002-6717-2451,Nessuna,31,2473,École Polytechnique Fédérale de Lausanne,,,,External,https://openalex.org/I5124864
764,Rui,Ye,,0000-0002-8479-6688,Nessuna,15,1947,UNC Chapel Hill,,,,External,https://openalex.org/I114027177
765,italo,zoppis,,0000-0002-1762-9441,Nessuna,18,1089,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
766,Miguel,Pincheira Caro,Postdoctoral Researcher,0000-0002-5847-2145,Nessuna,14,2350,Fondazione Bruno Kessler,,,,External,https://openalex.org/I2277624104
767,rashid,amin,,0000-0001-5358-7958,Nessuna,25,2840,Argonne National Laboratory,,,,External,https://openalex.org/I1282105669
768,Manuela,Zucknick,,0000-0003-1317-7422,Nessuna,44,10054,"University of Oslo, Norway",,,,External,https://openalex.org/I184942183
769,Hanspeter,Pfister,An Wang Professor of Computer Science,0000-0002-3620-2582,Nessuna,97,43026,Harvard University,,,,External,https://openalex.org/I136199984
770,Melissa,Ko,Associate Professor,0000-0002-2452-9684,Nessuna,18,1760,Indiana University,,,,External,https://openalex.org/I4210119109
771,LUCA,GAZZOLA,,0000-0002-4591-7096,Nessuna,7,643,lastminute.com,,,,External,
772,Bence,Szalai,postdoc,0000-0002-9320-5704,Nessuna,16,1862,Hungarian Academy of Sciences,,,,External,https://openalex.org/I7597260
773,Sami,Virpioja,,0000-0002-3568-150X,Nessuna,23,2267,University of Helsinki,,,,External,https://openalex.org/I133731052
774,FRANCESCA,ODONE,,0000-0002-3463-2263,Nessuna,42,5038,Università degli Studi di Genova,,,,External,https://openalex.org/I83816512
775,Delora,Baptista,Postdoctoral Researcher,0000-0002-9258-5303,"Bioinformatics, Machine Learning, Cancer, Drug response prediction, Deep Learning",6,572,Instituto Gulbenkian de Ciência,,,,External,https://openalex.org/I48057805
776,Given_Name,Family_Name,Role,ORCID ID,Keywords,H Index,Citations,Organization,,,,External,https://openalex.org/I4210105654
777,Mauro Augusto,Campanella,Primo Tecnologo,0000-0002-0228-8701,Nessuna,,,Istituto Nazionale di Fisica Nucleare,,,,External,https://openalex.org/I160013858
778,Alison,Motsinger-Reif,,0000-0003-1346-2493,Nessuna,62,13986,National Institute of Environmental Health Sciences,,,,External,https://openalex.org/I4210095140
779,Riccardo,Pozzi,,0000-0002-4954-3837,Nessuna,4,29,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
780,Didier,Dubois,,0000-0002-6505-2536,Nessuna,138,102834,CNRS,,,,External,https://openalex.org/I4210095849
781,Subrahmanyam,Murala,,0000-0003-3384-4368,Nessuna,39,5427,Trinity College Dublin,,,,External,https://openalex.org/I205274468
782,Alex,Gutteridge,,0000-0003-2083-2907,Nessuna,29,5044,Dunad Therapeutics,,,,External,
783,Raúl,Sánchez-Vázquez,,0000-0002-5342-0426,Nessuna,4,145,CNIO,,,,External,
784,Lorenzo,Mella,,0000-0002-6243-4897,Nessuna,2,16,Unknown affiliation,,,,External,
786,Loukia,Karacosta,Assistant Professor,0000-0002-1491-4773,Nessuna,9,862,University of Texas,,,,External,https://openalex.org/I86519309
787,Ching An,Huang,,0000-0002-3853-1339,Nessuna,21,5468,Xi'an Jiaotong University,,,,External,https://openalex.org/I87445476
788,Kristoffer H.,Hellton,Associate Professor,0000-0002-4779-486X,"Statistics, High-dimensional statistics",10,592,Oslo Metropolitan University,,,,External,https://openalex.org/I184531372
789,Simone,Lederer,Academic Researcher,0000-0002-0180-4540,Nessuna,16,2206,Univeristy Clinic Tübingen,,,,External,
790,riccardo,borgoni,,0000-0002-2520-3512,Nessuna,8,231,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
791,Karthik,Raman,Professor,0000-0002-9311-7093,Nessuna,26,3784,Indian Institute of Technology Madras,,,,External,https://openalex.org/I24676775
792,david,tamborero,,0000-0002-7218-2806,"cancer, genomics, personalized medicine, big data, multi omics",49,19229,Unknown affiliation,,,,External,
793,Fanyu,Meng,,0000-0001-5418-8916,Nessuna,10,345,Arizona State University,,,,External,https://openalex.org/I55732556
794,Brunella,Gerla,,0000-0002-9563-2136,Nessuna,18,917,University of Insubria,,,,External,https://openalex.org/I115752224
795,Lorenz,Wernisch,,0000-0003-3113-7942,Nessuna,38,6838,BIOS Health,,,,External,
796,Yongqiang,Li,,0000-0002-8979-7647,Nessuna,8,1309,Nanjing University,,,,External,https://openalex.org/I881766915
797,Elias,Chaibub Neto,Senior Scientist,0000-0002-9575-861X,Nessuna,26,4917,Sage Bionetworks,,,,External,https://openalex.org/I1323236076
798,Yipeng,Ma,,0000-0003-1810-5540,Nessuna,16,1731,Shenzhen Innovation Immunotechnology,,,,External,
799,Farida S.,Akhtari,,0000-0002-1089-4488,"Biostatistics, Statistical genetics, Computational biology, Precision medicine, Health data science",7,456,National Institute of Environmental Health Sciences,,,,External,https://openalex.org/I4210095140
800,Marzieh,Samadi Foroushani,,0000-0002-6531-8947,Nessuna,5,106,Tehran Disaster Mitigation and Management Organization,,,,External,
801,Hector,Zenil,,0000-0003-0634-4384,"algorithmic information dynamics, causality, machine learning, AI, cellular automata, randomness, epistemology",40,4095,King’s College London,,,,External,https://openalex.org/I183935753
802,Haitham,Elmarakeby,,0000-0002-4315-4347,"Machine Learning, Natural Language processing, Genomics, Cancer discovery",18,2424,Al-Azhar University,,,,External,https://openalex.org/I184834183
803,Pedro,Berjano,,0000-0002-1891-3719,Nessuna,37,4616,IRCCS Istituto Ortopedico Galeazzi,,,,External,https://openalex.org/I4210113215
804,Berta,Chulvi,Senior R&D Psychologist ,0000-0003-1169-0978,Nessuna,19,1278,Symanto Research,,,,External,
805,Jiang,He,,0000-0001-6094-6584,Nessuna,158,171823,Tulane University,,,,External,https://openalex.org/I114832834
806,Alessandro,Guidi,,0000-0002-4708-3179,Nessuna,25,2919,Università Roma Tre,,,,External,https://openalex.org/I119003972
807,Zhiguo,Cao,,0000-0001-8401-2516,Nessuna,53,10709,Huazhong University of Science and Technology,,,,External,https://openalex.org/I47720641
808,Martin,Scharm,,0000-0003-4519-7030,Nessuna,11,778,CODE AHOI,,,,External,
809,Tomas,Radivoyevitch,Associate Staff,0000-0002-9701-1851,Nessuna,44,7171,Cleveland Clinic,,,,External,https://openalex.org/I1316902750
810,Stefano,Di Corato,,0000-0002-9818-6821,Nessuna,6,156,Institute of Nanotechnology CNR-NANOTEC,,,,External,
811,Olexandr,Isayev,Carl and Amy Jones Professor of Chemistry,0000-0001-7581-8497,"machine learning, deep learning, molecular modeling, theoretical chemistry",46,15620,Carnegie Mellon University,,,,External,https://openalex.org/I74973139
812,Linda,Rieswijk,,0000-0002-6106-1347,Nessuna,15,2572,Maastricht University,,,,External,https://openalex.org/I34352273
813,Tomáš,Helikar,Associate Professor,0000-0003-3653-1906,Nessuna,27,2872,University of Nebraska,,,,External,https://openalex.org/I114395901
814,Richard,Meier,,0000-0003-0852-1954,Nessuna,187,235977,University of California,,,,External,https://openalex.org/I95457486
815,Bin-Bin,Hu,,0000-0003-3157-4309,Nessuna,12,442,University of Groningen,,,,External,https://openalex.org/I169381384
816,Alexey,Petrovsky,Head of Department,0000-0002-5071-0161,Nessuna,47,9136,Russian Academy of Sciences,,,,External,https://openalex.org/I1313323035
817,Luc,Van Gool,,0000-0002-3445-5711,Nessuna,197,241605,KU Leuven,,,,External,https://openalex.org/I99464096
818,maarten joost,de vos,Orthopaedic Surgeon,0000-0002-0196-7534,Nessuna,,,Tergooi Hospital,,,,External,
819,Twan,van Laarhoven,Assistant Professor,0000-0001-7597-0579,Nessuna,16,2630,Radboud University Nijmegen,,,,External,https://openalex.org/I145872427
820,DANILO,PORRO,Docenti di ruolo di Ia fascia,0000-0001-5723-3700,"BIOTECNOLOGIE INDUSTRIALI, LIEVITI",48,9612,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
821,Marko,Subasic,Medical Doctor,0009-0004-3881-4752,Nessuna,22,1324,Clinical Center of Vojvodina,,,,External,
822,Avantika,Lal,Principal AI Scientist ,0000-0002-5827-0826,"Genomics, Machine Learning, Functional Genomics, Deep Learning",11,673,Genentech,,,,External,https://openalex.org/I183934855
823,Adib,Rastegarnia,,0000-0003-3124-2152,"Computer Networks, Software Defined Networking, Internet of Things, Wireless Networks",8,194,Purdue University,,,,External,https://openalex.org/I219193219
824,Wangmeng,Zuo,,0000-0002-3330-783X,Nessuna,105,68501,Harbin Institute of Technology,,,,External,https://openalex.org/I204983213
825,Bhagya,Wijayawardena,,0000-0001-5371-0776,Nessuna,9,525,Purdue University,,,,External,https://openalex.org/I219193219
826,Caterina,Fregosi,PhD,0009-0004-7626-8131,Nessuna,1,3,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
827,Denis,Shepelev,,0000-0001-5305-8044,Nessuna,4,109,AIRI,,,,External,https://openalex.org/I4392021246
829,Jue,Wang,,0000-0003-2557-8338,Nessuna,80,32503,Hohai University,,,,External,https://openalex.org/I163340411
831,Erica,Tavazzi,,0000-0001-6188-6413,"Disease progression modeling, Machine learning, Process mining, Missing data imputation",12,460,University of Padua,,,,External,https://openalex.org/I138689650
832,Valerio Maria,Caccavella,Resident,0000-0003-1121-9908,"Orthopaedics and Traumatology, Spinal surgery, Machine Learning",,,Istituto Ortopedico Gaetano Pini,,,,External,https://openalex.org/I4210113750
833,Steffen,Klamt,,0000-0003-2563-7561,Nessuna,52,12236,Max Planck Institute,,,,External,https://openalex.org/I4210150093
834,Aritro,Nath,Assistant Professor,0000-0002-3225-4203,Nessuna,15,1498,City of Hope National Medical Center,,,,External,https://openalex.org/I1301076528
835,Maximilien,de Bayser,,0000-0002-0279-6351,Nessuna,6,178,IBM Research,,,,External,https://openalex.org/I4210114115
836,Francesca,Guerriero,Borsista,0000-0001-5484-0994,Nessuna,44,7899,Università degli Studi di Napoli Federico II,,,,External,https://openalex.org/I71267560
837,Maxime,Guériau,,0000-0002-8742-6623,Nessuna,14,1162,INSA Rouen Normandie,,,,External,
838,SY-YEN,KUO,,0000-0002-2504-2608,Nessuna,55,13480,National Taiwan University,,,,External,https://openalex.org/I16733864
839,Andrew,Finney,,0000-0003-2426-8258,Nessuna,24,2784,University of St Andrews,,,,External,https://openalex.org/I16835326
840,Mauro,Castelli,,0000-0002-2797-6914,Nessuna,39,6977,Istituto Regina Elena,,,,External,
842,Amogh,Joshi,Cardiovascular Disease Fellow ,0000-0002-0248-2168,Nessuna,8,239,Lehigh Valley Health Network,,,,External,https://openalex.org/I4210094360
843,Seungpyo,Hong,,0000-0002-2507-3172,Nessuna,54,21387,University of Wisconsin–Madison,,,,External,https://openalex.org/I135310074
844,Fabien,Reyal,,0000-0002-2318-3589,Nessuna,53,11715,Institut Curie,,,,External,https://openalex.org/I80043
845,Jordi,Abante Llenas,Postdoctoral Researcher,0000-0003-4137-2858,Nessuna,7,493,Universitat de Barcelona,,,,External,https://openalex.org/I71999127
846,Yuichiro,Inagaki,,0000-0003-4011-8487,Nessuna,8,285,みずほ情報総研株式会社,,,,External,
847,Yash,Deshpande,,0009-0002-2165-3003,Nessuna,14,1272,Vellore Institute of Technology University,,,,External,https://openalex.org/I876193797
848,Sigve,Nakken,Scientist,0000-0001-8468-2050,"cancer genomics, clinical bioinformatics, computational biology, systems pharmacology",24,3847,Oslo University Hospital,,,,External,https://openalex.org/I1281400175
849,david,falcao,Professor Adjunto,0000-0002-9253-7838,Nessuna,5,118,Instituto Politecnico de Castelo Branco,,,,External,
850,Antonio,Martini,,0009-0009-1143-2996,Nessuna,33,2951,University of Oslo,,,,External,https://openalex.org/I184942183
851,Daniel,Ashlock,,0000-0003-2209-7504,Nessuna,33,5935,Unknown affiliation,,,,External,
852,Lai-Kuan,Wong,Associate Professor,0000-0002-4517-0391,Nessuna,14,776,Multimedia University,,,,External,https://openalex.org/I173029219
853,Dohoon,Ryu,,0009-0006-4569-4693,Nessuna,5,598,SK Group,,,,External,https://openalex.org/I134353371
854,Luisa,Castagnoli,Full Professor,0000-0001-5283-8671,Nessuna,53,13493,University of Rome Tor Vergata,,,,External,https://openalex.org/I116067653
855,jiajun,xiao,,0000-0002-2145-4998,Nessuna,,,Fudan University School of Basic Medical Sciences,,,,External,https://openalex.org/I24943067
856,Tzofi,Klinghoffer,,0000-0001-9791-7613,Nessuna,7,190,Massachusetts Institute of Technology,,,,External,https://openalex.org/I63966007
857,Cliff,Shaffer,Professor,0000-0003-0001-0295,Nessuna,42,5866,Virginia Polytechnic Institute,,,,External,
858,Chenchen,Xu,,0000-0002-4502-4925,Nessuna,11,568,Australia National University,,,,External,https://openalex.org/I118347636
859,Norimichi,Ukita,,0000-0002-0240-1065,Nessuna,33,8178,Toyota Technological Institute,,,,External,https://openalex.org/I4840577
860,Anna,Zhukova,,0000-0002-5666-3802,Nessuna,13,1804,Institut Pasteur,,,,External,https://openalex.org/I157536573
861,Qi Qi Qi,Zhang,,0000-0002-7491-6746,Nessuna,140,160192,Shanghai Jiao Tong University,,,,External,https://openalex.org/I183067930
862,Scott Donald,Patterson,"Vice President, Biomarker Sciences & Diagnostics",0000-0002-9840-4964,Nessuna,,,"Gilead Sciences, Inc",,,,External,
863,Bomin,Wang,,0000-0002-7528-5392,pelvic fracture,4,126,Fudan University,,,,External,https://openalex.org/I24943067
864,Jeffrey,Sorensen,,0000-0001-8934-5301,Nessuna,36,6412,Google,,,,External,https://openalex.org/I1291425158
865,Antonio,Marsico,Senior Consultant,0000-0002-8488-5437,Nessuna,6,75,Reply ,,,,External,https://openalex.org/I4210128559
866,Martin,Kuiper,Professor in Systems Biology,0000-0002-1171-9876,"Semantic Web, Systems Biology, Enabling technology, Software development",47,41682,Norwegian University of Science and Technology ,,,,External,https://openalex.org/I204778367
868,Chongxing,Song,,0000-0002-3306-3142,Nessuna,74,21154,Chongqing University,,,,External,https://openalex.org/I158842170
870,Jaume,Bacardit,Professor of Artificial Intelligence,0000-0002-2692-7205,"Data Mining, Machine Learning, Bioinformatics, Big Data",40,7690,Newcastle University,,,,External,https://openalex.org/I84884186
871,Daniele,Peluso,,0000-0001-9019-1282,Nessuna,12,4690,"University of Rome ""Tor Vergata""",,,,External,https://openalex.org/I116067653
872,satwinder,singh,,0000-0002-2555-075X,Nessuna,58,11811,University of Dubai,,,,External,https://openalex.org/I132806614
873,Christina,Curtis,Professor of Medicine & Genetics,0000-0003-0166-3802,Nessuna,54,29375,Stanford University,,,,External,https://openalex.org/I97018004
874,Chaoxiong,Wu,,0000-0002-7491-0395,Nessuna,8,449,Xidian University,,,,External,https://openalex.org/I149594827
875,Hongyu,Zhao,,0000-0002-4165-6554,Nessuna,119,55919,Yale University,,,,External,https://openalex.org/I32971472
876,Leonard,Harris,,0009-0003-0948-1867,Nessuna,20,1886,University of Arkansas,,,,External,https://openalex.org/I78715868
877,Zhiyuan,Hu,,0000-0003-4867-228X,Nessuna,38,6531,NCNST JHMI ISB,,,,External,https://openalex.org/I145311948
878,Lucian,Smith,,0000-0001-7002-6386,Nessuna,22,5877,University of Washington,,,,External,https://openalex.org/I201448701
879,Stephen,Friend,,0000-0003-2881-9141,Nessuna,84,78639,Oxford University,,,,External,https://openalex.org/I40120149
880,Chieh,Lin,,0000-0001-5898-0310,Nessuna,70,17560,Xidian University,,,,External,https://openalex.org/I149594827
882,Christian,Knüpfer,,0000-0002-6291-6175,Nessuna,7,739,Friedrich-Schiller-Universität Jena,,,,External,https://openalex.org/I76198965
883,Ming-Mei,Shang,,0000-0002-4480-6095,Nessuna,12,655,Karolinska Institut,,,,External,https://openalex.org/I28166907
884,Sunkyu,Kim,,0000-0003-3099-9479,Nessuna,17,7379,AIGEN Sciences Inc.,,,,External,
885,HUGO,GAMBOA,,0009-0000-9291-4333,Nessuna,32,3983,National Polytechnic Institute,,,,External,https://openalex.org/I68368234
886,Liuhan,Peng,,0000-0003-4201-1050,Nessuna,4,107,Unknown affiliation,,,,External,
888,Gianluca,Castelnuovo,,0000-0003-2633-9822,"clinical psychology, psychotherapy, obesity, eating disorders, telecare, e-health, mHealth, telemedicine",60,16389,Università Cattolica del Sacro Cuore,,,,External,https://openalex.org/I103320735
889,Haoran,Chen,,0000-0001-6859-9310,Nessuna,7,1445,St. Jude Children's Research Hospital,,,,External,https://openalex.org/I1313298211
890,Jinshan,Pan,,0000-0002-4431-0671,Nessuna,54,16578,KTH Royal Institute of Technology,,,,External,https://openalex.org/I86987016
891,FABRIZIO,SCHETTINI,,0000-0002-5551-4741,Nessuna,,,LIUC,,,,External,
892,Shangchen,Zhou,,0000-0002-2372-5552,Nessuna,26,4059,Nanyang Technological University,,,,External,https://openalex.org/I172675005
893,Benjamin,Haibe-Kains,,0000-0002-7684-0079,Nessuna,89,38287,University Health Network,,,,External,https://openalex.org/I1325899441
894,Zhendong,Wang,,0000-0002-4427-2978,Nessuna,29,2443,Retired,,,,External,
895,Motoki,Shiga,Chief Invited Researcher,0000-0003-2434-4716,Nessuna,19,1683,National Institute for Materials Science,,,,External,https://openalex.org/I205401836
896,Finja,Wrzodek,,0000-0001-5031-1016,Nessuna,13,1320,"Tübingen, Germany",,,,External,https://openalex.org/I8087733
897,Pengfei,Wan,,0000-0001-5371-1867,Nessuna,22,2151,Kuaishou Technology,,,,External,
898,Ling-Hao,Han,,0000-0002-7554-8770,Nessuna,9,761,Nankai University,,,,External,https://openalex.org/I205237279
899,Valentina,Lenarduzzi,Assistant Professor (Tenure Track),0000-0003-0511-5133,Nessuna,35,4421,University of Oulu,,,,External,https://openalex.org/I98381234
900,chunle,guo,,0000-0002-2432-2026,Nessuna,25,7418,Nankai University,,,,External,https://openalex.org/I205237279
901,Ion,Moraru,,0000-0002-3746-9676,Nessuna,29,4457,University of Connecticut School of Medicine,,,,External,
902,lishan,huang,,0009-0000-4749-2848,Nessuna,34,5263,National Tsing Hua University,,,,External,https://openalex.org/I25846049
903,Yi,Xiao,,0000-0001-5257-758X,Nessuna,59,16849,North Carolina State University,,,,External,https://openalex.org/I137902535
904,Samuel,Finlayson,Postgraduate,0000-0003-1933-7706,Nessuna,45,7854,University of Bristol,,,,External,https://openalex.org/I36234482
905,Dagmar,Waltemath,Professor of Medical Informatics,0000-0002-5886-5563,"COMBINE standards, FAIR Health data, research data management, graph databases",25,2877,Universitätsklinikum Greifswald,,,,External,
906,Chenghua,Li,,0000-0003-4584-8526,Nessuna,13,618,Unknown affiliation,,,,External,
907,Dejun,Hao,,0000-0001-7743-9968,Nessuna,,,Nanjing Forestry University,,,,External,https://openalex.org/I167027274
908,MARTINA,MATTIOLI,,0000-0002-6542-8089,Nessuna,1,14,Politecnico of Turin,,,,External,
909,Si,Yi,,0000-0001-8734-8605,Nessuna,50,10742,Virginia Tech,,,,External,https://openalex.org/I859038795
910,DENIS,Bertrand,,0000-0002-9156-2759,Nessuna,31,10646,SeqOne,,,,External,
911,Jacopo,Talpini,,0000-0003-1556-6296,Nessuna,3,11,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
912,Jaejoon,Choi,PostDoc Fellow,0000-0002-6695-2157,Nessuna,0,,Harvard Medical School,,,,External,
913,Xihui,Lin,,0000-0003-1679-9120,Nessuna,10,1367,Microsoft,,,,External,https://openalex.org/I1290206253
914,Sam,Sinai,,0000-0003-0301-9201,Nessuna,99,52054,Icahn School of Medicine at Mount Sinai,,,,External,https://openalex.org/I98704320
915,Kimberly,Begley,"Managing Director, Chronic Pain Network ",0000-0002-1642-7493,Nessuna,,,McMaster University,,,,External,https://openalex.org/I98251732
916,Riccardo,SARTORI,Associate Professor ,0000-0002-4212-9844,Nessuna,38,4571,University of Verona,,,,External,https://openalex.org/I119439378
917,Mauro,Dragoni,,0000-0003-0380-6571,Nessuna,30,3102,Fondazione Bruno Kessler.,,,,External,https://openalex.org/I2277624104
918,Nikolay,Nikolov,,0000-0001-7643-8373,Nessuna,49,9231,Space Telescope Science Institute,,,,External,https://openalex.org/I1297127228
919,Alexey,Zakharov,,0000-0002-7163-4663,Nessuna,41,7956,Kazan Federal University,,,,External,https://openalex.org/I21203515
920,Sheng-sheng,Wang,,0000-0001-5752-3193,Nessuna,2,15,Unknown affiliation,,,,External,
921,M. Furkan,Kirac,,0000-0001-9177-0489,Nessuna,15,1677,Ozyegin University,,,,External,https://openalex.org/I44925452
922,Yiyun,Zhao,,0009-0004-2735-4498,Nessuna,11,574,University of Glasgow,,,,External,https://openalex.org/I7882870
923,Pawel,Skrzypek,,0000-0001-7749-7295,Nessuna,8,218,AI Investments.pl,,,,External,
924,Sarah,Keating,,0000-0002-3356-3542,Nessuna,25,9973,University College London,,,,External,https://openalex.org/I45129253
925,GIORGIO,GIACINTO,,0000-0002-5759-3017,Nessuna,55,12731,University of Cagliari,,,,External,https://openalex.org/I172446870
