Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.1101/2022.02.12.480198,Improved structural variant discovery in hard-to-call regions using sample-specific string detection from accurate long reads,2022,preprint,https://doi.org/10.1101/2022.02.12.480198,"0000-0001-7289-4988, 0000-0001-8786-2276, 0000-0002-4222-4788, 0000-0003-2703-9274, 0000-0003-1099-8735",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,63,3,"['Structural Variation', 'sequence variation', 'Sequence (biology)', 'Sequence assembly']",
10.1089/cmb.2021.0445,Finding Maximal Exact Matches Using the r-Index,2022,journal-article,https://doi.org/10.1089/cmb.2021.0445,"0000-0001-7289-4988, 0000-0002-3012-1394, 0000-0003-0525-3114, 0000-0003-2437-1976, 0000-0003-3689-327X, 0000-0001-9509-9725",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,19,4,"['Sequence (biology)', 'String Matching', 'sequence alignment', 'Code (set theory)', 'k-mer', 'Approximate Matching', 'Data set']",
10.1007/978-3-031-05578-2_1,Can Formal Languages Help Pangenomics to Represent and Analyze Multiple Genomes?,2022,book-chapter,https://doi.org/10.1007/978-3-031-05578-2_1,"0000-0001-7289-4988, 0000-0002-1789-1706, 0000-0002-8479-7592, 0000-0001-9730-7516, 0000-0002-9089-5957, 0000-0001-9144-3074",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,31,2,"['Sequence (biology)', 'genome annotation', 'Phylogenetic Analysis', 'Functional Genomics', 'phylogenetic tree', 'Sample (material)']",
10.1007/978-3-031-07802-6_37,KFinger: Capturing Overlaps Between Long Reads by Using Lyndon Fingerprints,2022,book-chapter,https://doi.org/10.1007/978-3-031-07802-6_37,"0000-0001-7289-4988, 0000-0002-9000-3664, 0000-0002-8479-7592, 0000-0001-9730-7516, 0000-0002-9089-5957, 0000-0001-9144-3074",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,17,1,"['String Matching', 'genome annotation', 'Functional Genomics', 'sequence alignment', 'Approximate Matching', 'k-mer', 'Sequence assembly']",
10.1101/2021.03.23.436571,Comparative genome analysis using sample-specific string detection in accurate long reads,2021,preprint,https://doi.org/10.1101/2021.03.23.436571,"0000-0001-7289-4988, 0000-0002-4222-4788, 0000-0001-8786-2276, 0000-0003-1099-8735, 0000-0003-2703-9274",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,54,0,"['Comparative genomics', 'genome annotation', 'Functional Genomics', 'Phylogenetic Analysis', 'sequence alignment', 'Structural variation']",
10.1016/j.tcs.2020.11.041,Computing the multi-string BWT and LCP array in external memory,2020,journal-article,https://doi.org/10.1016/j.tcs.2020.11.041,"0000-0001-7289-4988, 0000-0001-5584-3089, 0000-0002-8479-7592, 0000-0003-3040-9539, 0000-0001-9730-7516",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,57,8,"['Suffix array', 'Auxiliary memory', 'Prefix', 'Trie', 'Compressed suffix array', 'String Matching', 'Substring', 'Merge (version control)', 'Suffix Arrays', 'Multilingual Neural Machine Translation', 'Out-of-core algorithm', 'Generalized suffix tree']",
10.1007/978-3-030-74432-8_2,Can We Replace Reads by Numeric Signatures? Lyndon Fingerprints as Representations of Sequencing Reads for Machine Learning,2021,book-chapter,https://doi.org/10.1007/978-3-030-74432-8_2,"0000-0001-7289-4988, 0000-0002-1789-1706, 0000-0002-9000-3664, 0000-0002-8479-7592, 0000-0001-9730-7516, 0000-0002-4656-7155, 0000-0002-9089-5957, 0000-0001-9144-3074",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,20,3,"['Sequence (biology)', 'Representation (politics)', 'Similarity (geometry)', 'sequence alignment']",
10.1007/978-3-030-83508-8_13,Incomplete Directed Perfect Phylogeny in Linear Time,2021,book-chapter,https://doi.org/10.1007/978-3-030-83508-8_13,"0000-0001-7289-4988, 0000-0001-6647-088X, 0000-0002-6993-5440",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,26,1,"['Phylogenetic Analysis', 'phylogenetic tree', 'Gene Order Phylogeny']",
10.1101/2020.05.05.076992,MALVIRUS: an integrated web application for viral variant calling,2020,preprint,https://doi.org/10.1101/2020.05.05.076992,"0000-0001-7289-4988, 0000-0002-6469-4887, 0000-0001-8786-2276, 0000-0001-5584-3089, 0000-0002-8479-7592, 0000-0003-3040-9539",Viral RNA Silencing and Plant Immunity,Plant Science,Agricultural and Biological Sciences,Life Sciences,13,2,"['Sample (material)', 'Viral Transmission', 'Pandemic']",
10.1007/978-3-030-40608-0_27,Lyndon Words versus Inverse Lyndon Words: Queries on Suffixes and Bordered Words,2020,book-chapter,https://doi.org/10.1007/978-3-030-40608-0_27,"0000-0001-7289-4988, 0000-0002-1789-1706, 0000-0002-9089-5957, 0000-0001-9144-3074",Text Compression and Indexing Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,36,5,['Combinatorics on Words'],
10.1101/575126,MALVA: genotyping by Mapping-free ALlele detection of known VAriants,2019,preprint,https://doi.org/10.1101/575126,"0000-0001-7289-4988, 0000-0001-6647-088X, 0000-0001-8786-2276, 0000-0003-3040-9539, 0000-0003-3529-0856",RNA Sequencing Data Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,41,3,"['Indel', 'Haplotype Mapping']",
10.1016/j.fss.2022.07.014,Logical entropy and aggregation of fuzzy orthopartitions,2022,journal-article,https://doi.org/10.1016/j.fss.2022.07.014,"0000-0002-8083-7809, 0000-0002-4171-3459",Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,20,8,"['Vagueness', 'Fuzzy Logic', 'Mathematical Fuzzy Logic', 'Intuitionistic Fuzzy Sets', 'Fuzzy Sets', 'Fuzzy Rough Sets', 'Defuzzification']",
10.1016/j.fss.2022.04.022,Orthopartitions and possibility distributions,2022,journal-article,https://doi.org/10.1016/j.fss.2022.04.022,"0000-0002-8083-7809, 0000-0002-4171-3459",Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,25,5,"['Probabilistic Rough Sets', 'Bridge (graph theory)']",
10.1016/j.ijar.2022.01.011,Belief functions and rough sets: Survey and new insights,2022,journal-article,https://doi.org/10.1016/j.ijar.2022.01.011,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-0660-5436",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,106,46,"['Representation (politics)', 'Belief Functions', 'Probabilistic Rough Sets', 'Rough Sets', 'Intuitionistic Fuzzy Sets', 'Belief revision', 'Mathematical theory']",
10.1016/j.tcs.2021.11.009,Uncertainty representation in dynamical systems using rough set theory,2021,journal-article,https://doi.org/10.1016/j.tcs.2021.11.009,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-2069-9774",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,30,7,"['Probabilistic Rough Sets', 'Rough Sets', 'Representation (politics)', 'Inductive Modeling']",
10.1016/j.knosys.2021.107868,Subset neighborhood rough sets,2021,journal-article,https://doi.org/10.1016/j.knosys.2021.107868,"0000-0002-8083-7809, 0000-0002-8074-1102",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,23,56,"['Binary relation', 'Probabilistic Rough Sets']",
10.1007/978-3-031-08971-8_51,Comparing Hexagons of Opposition in Probabilistic Rough Set Theory,2022,book-chapter,https://doi.org/10.1007/978-3-031-08971-8_51,"0000-0002-8083-7809, 0000-0002-4171-3459, 0009-0000-4204-3955",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,14,3,"['Opposition (politics)', 'Probabilistic Rough Sets', 'Rough Sets']",
10.1007/978-3-031-08974-9_60,Rough-set Based Genetic Algorithms for Weakly Supervised Feature Selection,2022,book-chapter,https://doi.org/10.1007/978-3-031-08974-9_60,"0000-0002-8083-7809, 0000-0002-0027-5157",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,17,2,"['Fuzzy Rough Sets', 'Feature Selection', 'Rough Sets', 'Probabilistic Rough Sets', 'Genetic Fuzzy Systems', 'Feature (linguistics)']",
10.1016/j.ijar.2021.06.005,Rough set-based feature selection for weakly labeled data,2021,journal-article,https://doi.org/10.1016/j.ijar.2021.06.005,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-9944-4108",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,82,31,"['Probabilistic Rough Sets', 'Rough Sets', 'Feature Selection', 'Decision Analysis', 'Feature (linguistics)', 'Supervised learning']",
10.1016/j.ins.2020.09.049,Ground truthing from multi-rater labeling with three-way decision and possibility theory,2020,journal-article,https://doi.org/10.1016/j.ins.2020.09.049,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-9723-9063, 0000-0002-4044-9166, 0000-0002-4065-3415",Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences,61,49,"['Ground truth', 'Knowledge Reduction']",
10.1007/978-3-030-87334-9_14,Feature Selection and Disambiguation in Learning from Fuzzy Labels Using Rough Sets,2021,book-chapter,https://doi.org/10.1007/978-3-030-87334-9_14,"0000-0002-8083-7809, 0000-0002-0027-5157",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,37,2,"['Fuzzy Rough Sets', 'Intuitionistic Fuzzy Sets', 'Fuzzy Sets', 'Fuzzy Rule-Based Systems', 'Fuzzy Logic Systems', 'Feature (linguistics)']",
10.1007/978-3-030-87334-9_13,Possibility Distributions Generated by Intuitionistic $$\textsf {L}$$-Fuzzy Sets,2021,book-chapter,https://doi.org/10.1007/978-3-030-87334-9_13,"0000-0002-8083-7809, 0000-0002-4171-3459",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,32,0,"['Intuitionistic Fuzzy Sets', 'Fuzzy Sets', 'Fuzzy Rule-Based Systems', 'Neuro-Fuzzy Methods', 'Interval Type-2 Fuzzy Logic', 'Residuated lattice', 'Lattice (music)']",
10.1007/978-3-030-58449-8_9,A Formal Learning Theory for Three-Way Clustering,2020,book-chapter,https://doi.org/10.1007/978-3-030-58449-8_9,"0000-0002-8083-7809, 0000-0002-0027-5157",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,27,5,"['Three-Way Decisions', 'Clustering Algorithms', 'Semi-supervised Clustering', 'Density-based Clustering', 'Constructive', 'Document Clustering', 'Conceptual clustering', 'Axiomatic system']",
10.1007/978-3-030-50146-4_35,Feature Reduction in Superset Learning Using Rough Sets and Evidence Theory,2020,book-chapter,https://doi.org/10.1007/978-3-030-50146-4_35,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-9944-4108",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,32,3,"['Feature (linguistics)', 'Probabilistic Rough Sets', 'Rough Sets', 'Modeling and Prediction', 'Knowledge Reduction', 'Feature Selection', 'Supervised learning', 'Information bottleneck method']",
10.1007/978-3-030-52705-1_10,Three-Way Decision for Handling Uncertainty in Machine Learning: A Narrative Review,2020,book-chapter,https://doi.org/10.1007/978-3-030-52705-1_10,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-4065-3415",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,106,28,"['Three-Way Decisions', 'Group Decision Making', 'Decision Analysis', 'Narrative review', 'Lying']",
10.1016/j.ijar.2018.12.014,A capacity-based framework encompassing Belnap–Dunn logic for reasoning about multisource information,2019,journal-article,https://doi.org/10.1016/j.ijar.2018.12.014,"0000-0002-8083-7809, 0000-0002-6505-2536",Logic Programming and Knowledge Representation,Artificial Intelligence,Computer Science,Physical Sciences,65,3,"['Modal Logics', 'Nonmonotonic Reasoning', 'Description Logics', 'Temporal Logic', 'Classical logic']",
10.1007/978-3-030-29726-8_3,New Frontiers in Explainable AI: Understanding the GI to Interpret the GO,2019,book-chapter,https://doi.org/10.1007/978-3-030-29726-8_3,"0000-0002-8083-7809, 0000-0002-4065-3415, 0000-0002-0027-5157",Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences,41,16,"['USable', 'Model Interpretability', 'Machine Learning Interpretability', 'Interpretable Models', 'Responsibility in AI', 'Conformity']",
10.1016/j.knosys.2019.05.018,Orthopartitions and soft clustering: Soft mutual information measures for clustering validation,2019,journal-article,,"0000-0002-8083-7809, 0000-0002-0027-5157",Data Clustering Techniques and Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,56,33,"['Cluster Validation', 'Semi-supervised Clustering', 'Density-based Clustering', 'Consensus clustering']",
10.1007/978-3-030-26773-5_18,Programmed Inefficiencies in DSS-Supported Human Decision Making,2019,book-chapter,https://doi.org/10.1007/978-3-030-26773-5_18,"0000-0002-8083-7809, 0000-0002-4065-3415, 0000-0002-0027-5157, 0000-0001-7132-7703",Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences,23,8,"['Deskilling', 'Clinical Decision Support', 'Responsibility in AI']",
10.1007/978-3-030-22815-6_22,Three–Way Classification: Ambiguity and Abstention in Machine Learning,2019,book-chapter,https://doi.org/10.1007/978-3-030-22815-6_22,"0000-0002-8083-7809, 0000-0002-0027-5157, 0000-0002-4065-3415",Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences,34,10,"['Three-Way Decisions', 'Decision Analysis', 'Statistical Analysis', 'Cost-Sensitive Learning']",
10.3390/a15100376,"Listening to the City, Attentively: A Spatio-Temporal Attention-Boosted Autoencoder for the Short-Term Flow Prediction Problem",2022,journal-article,https://doi.org/10.3390/a15100376,"0000-0001-9803-3668, 0000-0001-5432-7584, 0000-0002-2480-966X",Traffic Flow Prediction and Forecasting,Building and Construction,Engineering,Physical Sciences,54,10,"['Autoencoder', 'Traffic Flow', 'Short-Term Forecasting', 'Transit Network Design', 'Traffic Assignment', 'Social Sensing']",
10.1016/j.compbiomed.2024.108028,An integrated computational pipeline for machine learning-driven diagnosis based on Raman spectra of saliva samples,2024,journal-article,https://doi.org/10.1016/j.compbiomed.2024.108028,"0000-0002-4062-0824, 0000-0001-8566-7223, 0000-0002-8337-0415, 0000-0002-5543-0505, 0000-0003-2996-5714, 0000-0003-2618-3661",Biomedical Applications of Spectroscopy Techniques,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,42,2,"['Raman Spectroscopy', 'Coherent Anti-Stokes Raman Scattering Microscopy', 'Transfer Learning', 'Automated Diagnosis', 'Infrared Spectroscopy']",
10.3390/math11204347,Safe Optimal Control of Dynamic Systems: Learning from Experts and Safely Exploring New Policies,2023,journal-article,https://doi.org/10.3390/math11204347,"0000-0002-4062-0824, 0000-0003-1431-576X, 0000-0003-4187-4209, 0000-0002-8987-100X, 0000-0003-1131-3830",Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences,21,0,"['Soft Systems Methodology', 'Decision-making', 'System Dynamics']",
10.3390/a16100479,Problem-Driven Scenario Generation for Stochastic Programming Problems: A Survey,2023,journal-article,https://doi.org/10.3390/a16100479,"0000-0002-4062-0824, 0000-0003-1491-9336",Robust Optimization for Risk Management and Finance,Management Science and Operations Research,Decision Sciences,Social Sciences,48,0,"['Stochastic Programming', 'Robust Decision Making']",
10.3390/healthcare11111604,Embedding the Patient-Citizen Perspective into an Operational Framework for the Development and the Introduction of New Technologies in Rehabilitation Care: The Smart&amp;Touch-ID Model,2023,journal-article,https://doi.org/10.3390/healthcare11111604,"0000-0002-4062-0824, 0000-0002-7879-4723, 0000-0002-2851-8376, 0000-0003-1489-321X, 0000-0003-1261-2234, 0000-0002-8395-0452, 0000-0003-1342-5908, 0000-0002-5551-4741, 0000-0003-0573-7178, 0009-0003-5599-9181, 0000-0002-7659-885X, 0000-0003-2411-999X, 0000-0003-1381-9069, 0000-0002-1373-5802, 0000-0003-4772-9109, 0000-0002-6145-5274",Telemedicine in Global Healthcare,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences,26,2,"['Remote Treatment', 'Patient Engagement']",
10.1007/978-3-031-13448-7_15,Deep Attributed Graph Embeddings,2022,book-chapter,https://doi.org/10.1007/978-3-031-13448-7_15,"0000-0002-4062-0824, 0000-0002-8987-100X, 0009-0000-3537-1977",Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences,19,2,"['Graph embedding', 'Knowledge Graph Embedding', 'Representation Learning', 'Network Embedding', 'Signal Processing on Graphs', 'Graph Neural Networks', 'Representation (politics)', 'Clustering coefficient', 'Topological graph theory']",
10.1016/j.ipm.2021.102537,LearningToAdapt with word embeddings: Domain adaptation of Named Entity Recognition systems,2021,journal-article,https://doi.org/10.1016/j.ipm.2021.102537,"0000-0002-4062-0824, 0000-0002-7998-2267, 0000-0002-6328-9089, 0000-0002-8987-100X, 0000-0002-1801-5118",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,90,40,"['Named Entity Recognition', 'Domain adaptation', 'Language Modeling', 'Neural Machine Translation', 'Multi-label Learning', 'Topic Modeling']",
